Species;BirdLife_Species;AvibaseID_BirdLife;eBird_Species;AvibaseID_eBird;BirdTree_Species;IUCN_Species;ID_IUCN;URL_IUCN;IUCN_Status
Phaethornis longuemareus;Phaethornis longuemareus;AVIBASE-95CAE4C3;Phaethornis longuemareus;AVIBASE-95CAE4C3;Phaethornis longuemareus;Phaethornis longuemareus;22736557;https://www.iucnredlist.org/details/22736557/0;LC
Phaethornis malaris;Phaethornis malaris;AVIBASE-97C2A2A4;Phaethornis malaris;AVIBASE-97C2A2A4;Phaethornis malaris;Phaethornis malaris;22686946;https://www.iucnredlist.org/details/22686946/0;LC
Phaethornis ruber;Phaethornis ruber;AVIBASE-1EAB2C48;Phaethornis ruber;AVIBASE-1EAB2C48;Phaethornis ruber;Phaethornis ruber;22686991;https://www.iucnredlist.org/details/22686991/0;LC
Phaethornis superciliosus;Phaethornis superciliosus;AVIBASE-0F0B7973;Phaethornis superciliosus;AVIBASE-0F0B7973;Phaethornis superciliosus;Phaethornis superciliosus;22686940;https://www.iucnredlist.org/details/22686940/0;LC
Phalacrocorax brasilianus;Nannopterum brasilianus;AVIBASE-56036504;Nannopterum brasilianum;AVIBASE-56036504;Phalacrocorax brasilianus;Nannopterum brasilianus;22696773;https://www.iucnredlist.org/details/22696773/0;LC
Phalacrocorax olivaceus;Nannopterum brasilianus;AVIBASE-56036504;Nannopterum brasilianum;AVIBASE-56036504;Phalacrocorax brasilianus;Nannopterum brasilianus;22696773;https://www.iucnredlist.org/details/22696773/0;LC
Phapitreron amethystina;Phapitreron amethystinus;AVIBASE-A80D4FC6;Phapitreron amethystinus;AVIBASE-B1A4331C;Phapitreron amethystinus;Phapitreron amethystinus;60543351;https://www.iucnredlist.org/details/60543351/0;LC
Phapitreron leucotis;Phapitreron leucotis;AVIBASE-62F7778F;Phapitreron leucotis;AVIBASE-0F267A15;Phapitreron leucotis;Phapitreron leucotis;22727826;https://www.iucnredlist.org/details/22727826/0;LC
Pheucticus ludovicianus;Pheucticus ludovicianus;AVIBASE-7C2FCB13;Pheucticus ludovicianus;AVIBASE-7C2FCB13;Pheucticus ludovicianus;Pheucticus ludovicianus;22723813;https://www.iucnredlist.org/details/22723813/0;LC
Philentoma pyrhoptera;Philentoma pyrhoptera;AVIBASE-B4722276;Philentoma pyrhoptera;AVIBASE-B4722276;Philentoma pyrhoptera;Philentoma pyrhoptera;22707991;https://www.iucnredlist.org/details/22707991/0;LC
Philydor erythrocercum;Philydor erythrocercum;AVIBASE-D4E8559F;Philydor erythrocercum;AVIBASE-D4E8559F;Philydor erythrocercum;Philydor erythrocercum;22734184;https://www.iucnredlist.org/details/22734184/0;LC
Philydor ruficaudatum;Anabacerthia ruficaudata;AVIBASE-861926AE;Anabacerthia ruficaudata;AVIBASE-861926AE;Philydor ruficaudatum;Anabacerthia ruficaudata;22702792;https://www.iucnredlist.org/details/22702792/0;LC
Phoenicircus carnifex;Phoenicircus carnifex;AVIBASE-8AA20D56;Phoenicircus carnifex;AVIBASE-8AA20D56;Phoenicircus carnifex;Phoenicircus carnifex;22700700;https://www.iucnredlist.org/details/22700700/0;LC
Phylloscopus borealis;Phylloscopus borealis;AVIBASE-ECFC7E6C;Phylloscopus borealis;AVIBASE-ECFC7E6C;Phylloscopus borealis;Phylloscopus borealis;103845882;https://www.iucnredlist.org/details/103845882/0;LC
Phylloscopus trivirgatus;Phylloscopus trivirgatus;AVIBASE-6CDC4FFC;Phylloscopus trivirgatus;AVIBASE-6CDC4FFC;Phylloscopus trivirgatus;Phylloscopus trivirgatus;22715385;https://www.iucnredlist.org/details/22715385/0;LC
Piaya cayana;Piaya cayana;AVIBASE-F549E115;Piaya cayana;AVIBASE-6AA111B5;Piaya cayana;Piaya cayana;61418830;https://www.iucnredlist.org/details/61418830/0;LC
Picoides canicapillus;Picoides canicapillus;AVIBASE-5A4F2DF6;Yungipicus canicapillus;AVIBASE-5A4F2DF6;Dendrocopos canicapillus;Picoides canicapillus;22681068;https://www.iucnredlist.org/details/22681068/0;LC
Piculus chrysochloros;Piculus chrysochloros;AVIBASE-3EB825D5;Piculus chrysochloros;AVIBASE-3EB825D5;Piculus chrysochloros;Piculus chrysochloros;22681243;https://www.iucnredlist.org/details/22681243/0;LC
Piculus flavigula;Piculus flavigula;AVIBASE-7DC1431E;Piculus flavigula;AVIBASE-7DC1431E;Piculus flavigula;Piculus flavigula;22681240;https://www.iucnredlist.org/details/22681240/0;LC
Picumnus exilis;Picumnus exilis;AVIBASE-8D12FB60;Picumnus exilis;AVIBASE-8D12FB60;Picumnus exilis;Picumnus exilis;61487852;https://www.iucnredlist.org/details/61487852/0;LC
Picus canus dedemi;Picus dedemi;AVIBASE-2C7043CD;Picus canus;AVIBASE-BC863B3A;Picus canus;Picus dedemi;22726521;https://www.iucnredlist.org/details/22726521/0;NT
Picus puniceus;Picus puniceus;AVIBASE-3425FAE7;Picus puniceus;AVIBASE-3425FAE7;Picus puniceus;Picus puniceus;22681434;https://www.iucnredlist.org/details/22681434/0;LC
Pionites melanocephalus;Pionites melanocephalus;AVIBASE-C0827011;Pionites melanocephalus;AVIBASE-C0827011;Pionites melanocephalus;Pionites melanocephalus;22686079;https://www.iucnredlist.org/details/22686079/0;LC
Pionopsitta caica;Pyrilia caica;AVIBASE-33487D8B;Pyrilia caica;AVIBASE-33487D8B;Pyrilia caica;Pyrilia caica;22686136;https://www.iucnredlist.org/details/22686136/0;LC
Pionus fuscus;Pionus fuscus;AVIBASE-1A87E3A9;Pionus fuscus;AVIBASE-1A87E3A9;Pionus fuscus;Pionus fuscus;22686198;https://www.iucnredlist.org/details/22686198/0;LC
Pionus menstruus;Pionus menstruus;AVIBASE-F9814D52;Pionus menstruus;AVIBASE-FF68945E;Pionus menstruus;Pionus menstruus;45429607;https://www.iucnredlist.org/details/45429607/0;LC
Pionus senilis;Pionus senilis;AVIBASE-F1202D11;Pionus senilis;AVIBASE-F1202D11;Pionus senilis;Pionus senilis;22686192;https://www.iucnredlist.org/details/22686192/0;LC
Pipile cujubi;Pipile cujubi;AVIBASE-B261EA96;Pipile cujubi;AVIBASE-B261EA96;Pipile cujubi;Pipile cujubi;22678422;https://www.iucnredlist.org/details/22678422/0;VU
Pipile cumanensis;Pipile cumanensis;AVIBASE-0440B291;Pipile cumanensis;AVIBASE-A936BA7F;Pipile cumanensis;Pipile cumanensis;22727323;https://www.iucnredlist.org/details/22727323/0;LC
Pipile pipile;Pipile pipile;AVIBASE-9D2FC800;Pipile pipile;AVIBASE-9D2FC800;Pipile pipile;Pipile pipile;22678401;https://www.iucnredlist.org/details/22678401/0;CR
Pipra erythrocephala;Ceratopipra erythrocephala;AVIBASE-1C713394;Ceratopipra erythrocephala;AVIBASE-1C713394;Pipra erythrocephala;Ceratopipra erythrocephala;22700997;https://www.iucnredlist.org/details/22700997/0;LC
Pipra mentalis;Ceratopipra mentalis;AVIBASE-AB0B75D8;Ceratopipra mentalis;AVIBASE-AB0B75D8;Pipra mentalis;Ceratopipra mentalis;22700994;https://www.iucnredlist.org/details/22700994/0;LC
Pipra pipra;Pseudopipra pipra;AVIBASE-1C833562;Pseudopipra pipra;AVIBASE-1C833562;Pipra pipra;Pseudopipra pipra;22701009;https://www.iucnredlist.org/details/22701009/0;LC
Piprites chloris;Piprites chloris;AVIBASE-74EC83F7;Piprites chloris;AVIBASE-74EC83F7;Piprites chloris;Piprites chloris;22701220;https://www.iucnredlist.org/details/22701220/0;LC
Pithys albifrons;Pithys albifrons;AVIBASE-A7350D05;Pithys albifrons;AVIBASE-A7350D05;Pithys albifrons;Pithys albifrons;22701856;https://www.iucnredlist.org/details/22701856/0;LC
Pitta erythrogaster;Erythropitta erythrogaster;AVIBASE-E54E08FD;Erythropitta erythrogaster;AVIBASE-4194FFF5;Pitta erythrogaster;Erythropitta erythrogaster;103656341;https://www.iucnredlist.org/details/103656341/0;LC
Pitta schneideri;Hydrornis schneideri;AVIBASE-38162B46;Hydrornis schneideri;AVIBASE-38162B46;Pitta schneideri;Hydrornis schneideri;22698611;https://www.iucnredlist.org/details/22698611/0;VU
Pitta sordida;Pitta sordida;AVIBASE-A3E3C408;Pitta sordida;AVIBASE-8B66425E;Pitta sordida;Pitta sordida;103656903;https://www.iucnredlist.org/details/103656903/0;LC
Pittasoma michleri;Pittasoma michleri;AVIBASE-DC49C290;Pittasoma michleri;AVIBASE-DC49C290;Pittasoma michleri;Pittasoma michleri;22703231;https://www.iucnredlist.org/details/22703231/0;LC
Pitylus grossus;Saltator grossus;AVIBASE-1D797D4D;Saltator grossus;AVIBASE-1D797D4D;Saltator grossus;Saltator grossus;22723846;https://www.iucnredlist.org/details/22723846/0;LC
Platylophus galericulatus;Platylophus galericulatus;AVIBASE-0C6B4B57;Platylophus galericulatus;AVIBASE-0C6B4B57;Platylophus galericulatus;Platylophus galericulatus;22705602;https://www.iucnredlist.org/details/22705602/0;NT
Platyrinchus mystaceus;Platyrinchus mystaceus;AVIBASE-EBAE6077;Platyrinchus mystaceus;AVIBASE-F0BFC39B;Platyrinchus mystaceus;Platyrinchus mystaceus;103679869;https://www.iucnredlist.org/details/103679869/0;LC
Platyrinchus platyrhynchos;Platyrinchus platyrhynchos;AVIBASE-5A40987F;Platyrinchus platyrhynchos;AVIBASE-5A40987F;Platyrinchus platyrhynchos;Platyrinchus platyrhynchos;22699641;https://www.iucnredlist.org/details/22699641/0;LC
Platysmurus leucopterus;Platysmurus leucopterus;AVIBASE-26DBCCE0;Platysmurus leucopterus;AVIBASE-15B1F36E;Platysmurus leucopterus;Platysmurus leucopterus;103719039;https://www.iucnredlist.org/details/103719039/0;LC
Platyrinchus coronatus;Platyrinchus coronatus;AVIBASE-E411C4C0;Platyrinchus coronatus;AVIBASE-E411C4C0;Platyrinchus coronatus;Platyrinchus coronatus;22699635;https://www.iucnredlist.org/details/22699635/0;LC
Pnoepyga pusilla;Pnoepyga pusilla;AVIBASE-EBDB2EF8;Pnoepyga pusilla;AVIBASE-EBDB2EF8;Pnoepyga pusilla;Pnoepyga pusilla;22716108;https://www.iucnredlist.org/details/22716108/0;LC
Polioptila plumbea;Polioptila plumbea;AVIBASE-2837ACDA;Polioptila bilineata;AVIBASE-70A56DCB;Polioptila plumbea;Polioptila plumbea;103882288;https://www.iucnredlist.org/details/103882288/0;LC
Polyplectron chalcurum;Polyplectron chalcurum;AVIBASE-BC793E06;Polyplectron chalcurum;AVIBASE-BC793E06;Polyplectron chalcurum;Polyplectron chalcurum;22679361;https://www.iucnredlist.org/details/22679361/0;LC
Pomatorhinus bornensis;Pomatorhinus montanus;AVIBASE-0DFC1D72;Pomatorhinus montanus;AVIBASE-0DFC1D72;Pomatorhinus montanus;Pomatorhinus montanus;22715972;https://www.iucnredlist.org/details/22715972/0;LC
Prioniturus discurus;Prioniturus discurus;AVIBASE-5B2086A6;Prioniturus discurus;AVIBASE-5B2086A6;Prioniturus discurus;Prioniturus discurus;22727871;https://www.iucnredlist.org/details/22727871/0;LC
Prionochilus maculatus;Prionochilus maculatus;AVIBASE-8387A208;Prionochilus maculatus;AVIBASE-8387A208;Prionochilus maculatus;Prionochilus maculatus;22717454;https://www.iucnredlist.org/details/22717454/0;LC
Prionochilus percussus;Prionochilus percussus;AVIBASE-C52E5D09;Prionochilus percussus;AVIBASE-C52E5D09;Prionochilus percussus;Prionochilus percussus;22717457;https://www.iucnredlist.org/details/22717457/0;LC
Prionochilus thoracicus;Prionochilus thoracicus;AVIBASE-A6B4FA85;Prionochilus thoracicus;AVIBASE-A6B4FA85;Prionochilus thoracicus;Prionochilus thoracicus;22717466;https://www.iucnredlist.org/details/22717466/0;NT
Psarisomus dalhousiae;Psarisomus dalhousiae;AVIBASE-63944E03;Psarisomus dalhousiae;AVIBASE-63944E03;Psarisomus dalhousiae;Psarisomus dalhousiae;22698747;https://www.iucnredlist.org/details/22698747/0;LC
Psarocolius decumanus;Psarocolius decumanus;AVIBASE-509940AF;Psarocolius decumanus;AVIBASE-509940AF;Psarocolius decumanus;Psarocolius decumanus;22723982;https://www.iucnredlist.org/details/22723982/0;LC
Psarocolius montezuma;Psarocolius montezuma;AVIBASE-156BF650;Psarocolius montezuma;AVIBASE-156BF650;Psarocolius montezuma;Psarocolius montezuma;22724004;https://www.iucnredlist.org/details/22724004/0;LC
Psarocolius viridis;Psarocolius viridis;AVIBASE-FC234BA1;Psarocolius viridis;AVIBASE-FC234BA1;Psarocolius viridis;Psarocolius viridis;22723985;https://www.iucnredlist.org/details/22723985/0;LC
Pseudastur albicollis;Pseudastur albicollis;AVIBASE-E35448DE;Pseudastur albicollis;AVIBASE-E35448DE;Leucopternis albicollis;Pseudastur albicollis;22695786;https://www.iucnredlist.org/details/22695786/0;LC
Psilopogon australis;Psilopogon australis;AVIBASE-4192820D;Psilopogon australis;AVIBASE-4192820D;Megalaima australis;Psilopogon australis;22726122;https://www.iucnredlist.org/details/22726122/0;LC
Psilopogon chrysopogon;Psilopogon chrysopogon;AVIBASE-FA4F17DB;Psilopogon chrysopogon;AVIBASE-FA4F17DB;Megalaima chrysopogon;Psilopogon chrysopogon;22681612;https://www.iucnredlist.org/details/22681612/0;LC
Psilopogon henricii;Psilopogon henricii;AVIBASE-E4B545F5;Psilopogon henricii;AVIBASE-E4B545F5;Megalaima henricii;Psilopogon henricii;22681649;https://www.iucnredlist.org/details/22681649/0;NT
Psilopogon pyrolophus;Psilopogon pyrolophus;AVIBASE-9769A702;Psilopogon pyrolophus;AVIBASE-9769A702;Psilopogon pyrolophus;Psilopogon pyrolophus;22681588;https://www.iucnredlist.org/details/22681588/0;LC
Psilopogon rafflesii;Psilopogon rafflesii;AVIBASE-39972C74;Psilopogon rafflesii;AVIBASE-39972C74;Megalaima rafflesii;Psilopogon rafflesii;22681616;https://www.iucnredlist.org/details/22681616/0;NT
Psittacara finschi;Psittacara finschi;AVIBASE-BB1BD713;Psittacara finschi;AVIBASE-BB1BD713;Aratinga finschi;Psittacara finschi;22685678;https://www.iucnredlist.org/details/22685678/0;LC
Psittacara leucophthalmus;Psittacara leucophthalmus;AVIBASE-53A45E87;Psittacara leucophthalmus;AVIBASE-53A45E87;Aratinga leucophthalma;Psittacara leucophthalmus;22685682;https://www.iucnredlist.org/details/22685682/0;LC
Psittacula longicauda;Belocercus longicaudus;AVIBASE-39960EAB;Psittacula longicauda;AVIBASE-39960EAB;Psittacula longicauda;Belocercus longicaudus;22685513;https://www.iucnredlist.org/details/22685513/0;VU
Psittacus erithacus;Psittacus erithacus;AVIBASE-A20878F0;Psittacus erithacus;AVIBASE-99B98FCA;Psittacus erithacus;Psittacus erithacus;22724813;https://www.iucnredlist.org/details/22724813/0;EN
Psittinus cyanurus;Psittinus cyanurus;AVIBASE-DD93ECEA;Psittinus cyanurus;AVIBASE-9B72A130;Psittinus cyanurus;Psittinus cyanurus;22727599;https://www.iucnredlist.org/details/22727599/0;NT
Psophia crepitans;Psophia crepitans;AVIBASE-BCBFFF6A;Psophia crepitans;AVIBASE-C7C6DD9A;Psophia crepitans;Psophia crepitans;45478181;https://www.iucnredlist.org/details/45478181/0;LC
Psophia leucoptera;Psophia leucoptera;AVIBASE-C59A3228;Psophia leucoptera;AVIBASE-C59A3228;Psophia leucoptera;Psophia leucoptera;22692199;https://www.iucnredlist.org/details/22692199/0;NT
Psophia viridis;Psophia viridis;AVIBASE-C863872A;Psophia viridis;AVIBASE-A4CEB29F;Psophia viridis;Psophia viridis;45470705;https://www.iucnredlist.org/details/45470705/0;VU
Pteroglossus aracari;Pteroglossus aracari;AVIBASE-D153FC18;Pteroglossus aracari;AVIBASE-D153FC18;Pteroglossus aracari;Pteroglossus aracari;22682017;https://www.iucnredlist.org/details/22682017/0;LC
Pteroglossus azara;Pteroglossus azara;AVIBASE-E8654FA3;Pteroglossus azara;AVIBASE-E8654FA3;Pteroglossus azara;Pteroglossus azara;22735207;https://www.iucnredlist.org/details/22735207/0;LC
Pteroglossus torquatus;Pteroglossus torquatus;AVIBASE-542B4FCB;Pteroglossus torquatus;AVIBASE-CB3AF294;Pteroglossus torquatus;Pteroglossus torquatus;22726200;https://www.iucnredlist.org/details/22726200/0;LC
Pteroglossus viridis;Pteroglossus viridis;AVIBASE-10FE38DF;Pteroglossus viridis;AVIBASE-10FE38DF;Pteroglossus viridis;Pteroglossus viridis;22681994;https://www.iucnredlist.org/details/22681994/0;LC
Pteruthius aeralatus;Pteruthius aeralatus;AVIBASE-4C6B41B3;Pteruthius annamensis;AVIBASE-35B3D0EA;Pteruthius flaviscapis;Pteruthius aeralatus;103693575;https://www.iucnredlist.org/details/103693575/0;LC
Ptilinopus leclancheri;Ramphiculus leclancheri;AVIBASE-E71B6E82;Ptilinopus leclancheri;AVIBASE-E71B6E82;Ptilinopus leclancheri;Ramphiculus leclancheri;22691346;https://www.iucnredlist.org/details/22691346/0;LC
Ptilinopus marchei;Ramphiculus marchei;AVIBASE-96974565;Ptilinopus marchei;AVIBASE-96974565;Ptilinopus marchei;Ramphiculus marchei;22691317;https://www.iucnredlist.org/details/22691317/0;VU
Ptilinopus merrilli;Ramphiculus merrilli;AVIBASE-EE491959;Ptilinopus merrilli;AVIBASE-EE491959;Ptilinopus merrilli;Ramphiculus merrilli;22691322;https://www.iucnredlist.org/details/22691322/0;NT
Ptilinopus occipitalis;Ramphiculus occipitalis;AVIBASE-23DE9E3D;Ptilinopus occipitalis;AVIBASE-23DE9E3D;Ptilinopus occipitalis;Ramphiculus occipitalis;22691327;https://www.iucnredlist.org/details/22691327/0;LC
Pycnonotus bimaculatus;Pycnonotus bimaculatus;AVIBASE-6EFA005F;Pycnonotus bimaculatus;AVIBASE-6EFA005F;Pycnonotus bimaculatus;Pycnonotus bimaculatus;103828414;https://www.iucnredlist.org/details/103828414/0;NT
Pycnonotus brunneus;Pycnonotus brunneus;AVIBASE-9B937C26;Pycnonotus brunneus;AVIBASE-9B937C26;Pycnonotus brunneus;Pycnonotus brunneus;22712743;https://www.iucnredlist.org/details/22712743/0;LC
Pycnonotus erythropthalmos;Ixidia erythropthalmos;AVIBASE-01D478BD;Rubigula erythropthalmos;AVIBASE-01D478BD;Pycnonotus erythropthalmos;Ixidia erythropthalmos;22712747;https://www.iucnredlist.org/details/22712747/0;LC
Pycnonotus plumosus;Pycnonotus plumosus;AVIBASE-09CBDAE2;Pycnonotus plumosus;AVIBASE-09CBDAE2;Pycnonotus plumosus;Pycnonotus plumosus;103834549;https://www.iucnredlist.org/details/103834549/0;LC
Pycnonotus simplex;Pycnonotus simplex;AVIBASE-12679AF2;Pycnonotus simplex;AVIBASE-12679AF2;Pycnonotus simplex;Pycnonotus simplex;155218901;https://www.iucnredlist.org/details/155218901/0;LC
Pyrilia caica;Pyrilia caica;AVIBASE-33487D8B;Pyrilia caica;AVIBASE-33487D8B;Pyrilia caica;Pyrilia caica;22686136;https://www.iucnredlist.org/details/22686136/0;LC
Pyrrhura picta;Pyrrhura picta;AVIBASE-BDCBDAC0;Pyrrhura picta;AVIBASE-97D2F366;Pyrrhura picta;Pyrrhura picta;45422115;https://www.iucnredlist.org/details/45422115/0;LC
Querula purpurata;Querula purpurata;AVIBASE-183649E5;Querula purpurata;AVIBASE-183649E5;Querula purpurata;Querula purpurata;22700925;https://www.iucnredlist.org/details/22700925/0;LC
Ramphastos ambiguus;Ramphastos ambiguus;AVIBASE-7C99DFAB;Ramphastos ambiguus;AVIBASE-7C99DFAB;Ramphastos ambiguus;Ramphastos ambiguus;22727999;https://www.iucnredlist.org/details/22727999/0;NT
Ramphastos cuvieri;Ramphastos cuvieri;AVIBASE-90D8DD5C;Ramphastos tucanus;AVIBASE-04EDD122;Ramphastos tucanus;Ramphastos cuvieri;22682159;https://www.iucnredlist.org/details/22682159/0;LC
Ramphastos sulfuratus;Ramphastos sulfuratus;AVIBASE-BB0FBBA4;Ramphastos sulfuratus;AVIBASE-BB0FBBA4;Ramphastos sulfuratus;Ramphastos sulfuratus;22682102;https://www.iucnredlist.org/details/22682102/0;NT
Ramphastos swainsonii;Ramphastos ambiguus;AVIBASE-7C99DFAB;Ramphastos ambiguus;AVIBASE-7C99DFAB;Ramphastos swainsonii;Ramphastos ambiguus;22727999;https://www.iucnredlist.org/details/22727999/0;NT
Ramphastos tucanus;Ramphastos tucanus;AVIBASE-F1C48E20;Ramphastos tucanus;AVIBASE-04EDD122;Ramphastos tucanus;Ramphastos tucanus;22682153;https://www.iucnredlist.org/details/22682153/0;LC
Ramphastos vitellinus;Ramphastos vitellinus;AVIBASE-A7F57EE0;Ramphastos vitellinus;AVIBASE-5C18D846;Ramphastos vitellinus;Ramphastos vitellinus;22726222;https://www.iucnredlist.org/details/22726222/0;LC
Ramphocelus carbo;Ramphocelus carbo;AVIBASE-EF01FD76;Ramphocelus carbo;AVIBASE-EF01FD76;Ramphocelus carbo;Ramphocelus carbo;22722507;https://www.iucnredlist.org/details/22722507/0;LC
Ramphocelus passerinii;Ramphocelus passerinii;AVIBASE-A6717C60;Ramphocelus passerinii;AVIBASE-CF8B8AB4;Ramphocelus passerinii;Ramphocelus passerinii;22722513;https://www.iucnredlist.org/details/22722513/0;LC
Rhabdotorrhinus corrugatus;Rhabdotorrhinus corrugatus;AVIBASE-9C62A324;Rhabdotorrhinus corrugatus;AVIBASE-9C62A324;Aceros corrugatus;Rhabdotorrhinus corrugatus;22682514;https://www.iucnredlist.org/details/22682514/0;EN
Rhinoplax vigil;Rhinoplax vigil;AVIBASE-88CDFD67;Buceros vigil;AVIBASE-88CDFD67;Rhinoplax vigil;Rhinoplax vigil;22682464;https://www.iucnredlist.org/details/22682464/0;CR
Rhinortha chlorophaea;Rhinortha chlorophaea;AVIBASE-75CE1C40;Rhinortha chlorophaea;AVIBASE-75CE1C40;Phaenicophaeus chlorophaeus;Rhinortha chlorophaea;22684107;https://www.iucnredlist.org/details/22684107/0;LC
Rhipidura albicollis;Rhipidura albicollis;AVIBASE-F2074D00;Rhipidura albicollis;AVIBASE-F2074D00;Rhipidura albicollis;Rhipidura albicollis;103709726;https://www.iucnredlist.org/details/103709726/0;LC
Rhynchocyclus brevirostris;Rhynchocyclus brevirostris;AVIBASE-25B7AC2F;Rhynchocyclus brevirostris;AVIBASE-25B7AC2F;Rhynchocyclus brevirostris;Rhynchocyclus brevirostris;22699594;https://www.iucnredlist.org/details/22699594/0;LC
Rhynchortyx cinctus;Rhynchortyx cinctus;AVIBASE-8A792FFC;Rhynchortyx cinctus;AVIBASE-8A792FFC;Rhynchortyx cinctus;Rhynchortyx cinctus;22679720;https://www.iucnredlist.org/details/22679720/0;NT
Rhyticeros undulatus;Rhyticeros undulatus;AVIBASE-3C98DDBC;Rhyticeros undulatus;AVIBASE-3C98DDBC;Aceros undulatus;Rhyticeros undulatus;22682528;https://www.iucnredlist.org/details/22682528/0;VU
Rhytipterna holerythra;Rhytipterna holerythra;AVIBASE-229BCEE1;Rhytipterna holerythra;AVIBASE-229BCEE1;Rhytipterna holerythra;Rhytipterna holerythra;22700373;https://www.iucnredlist.org/details/22700373/0;LC
Rhytipterna simplex;Rhytipterna simplex;AVIBASE-DB5BFD24;Rhytipterna simplex;AVIBASE-DB5BFD24;Rhytipterna simplex;Rhytipterna simplex;22700376;https://www.iucnredlist.org/details/22700376/0;LC
Rupicola rupicola;Rupicola rupicola;AVIBASE-F792ED35;Rupicola rupicola;AVIBASE-F792ED35;Rupicola rupicola;Rupicola rupicola;22700971;https://www.iucnredlist.org/details/22700971/0;LC
Sakesphorus melanothorax;Thamnophilus melanothorax;AVIBASE-4AEAE517;Thamnophilus melanothorax;AVIBASE-4AEAE517;Sakesphorus melanothorax;Thamnophilus melanothorax;22701266;https://www.iucnredlist.org/details/22701266/0;LC
Saltator grossus;Saltator grossus;AVIBASE-1D797D4D;Saltator grossus;AVIBASE-1D797D4D;Saltator grossus;Saltator grossus;22723846;https://www.iucnredlist.org/details/22723846/0;LC
Saltator maximus;Saltator maximus;AVIBASE-8A80DE66;Saltator maximus;AVIBASE-8A80DE66;Saltator maximus;Saltator maximus;22723872;https://www.iucnredlist.org/details/22723872/0;LC
Sarcoramphus papa;Sarcoramphus papa;AVIBASE-9306DA2F;Sarcoramphus papa;AVIBASE-9306DA2F;Sarcoramphus papa;Sarcoramphus papa;22697645;https://www.iucnredlist.org/details/22697645/0;LC
Sasia abnormis;Sasia abnormis;AVIBASE-3E246B6D;Sasia abnormis;AVIBASE-3E246B6D;Sasia abnormis;Sasia abnormis;22680789;https://www.iucnredlist.org/details/22680789/0;LC
Schiffornis turdina;Schiffornis turdina;AVIBASE-D54C8603;Schiffornis turdina;AVIBASE-D54C8603;Schiffornis turdina;Schiffornis turdina;103677312;https://www.iucnredlist.org/details/103677312/0;LC
Sclateria naevia;Sclateria naevia;AVIBASE-54F437ED;Sclateria naevia;AVIBASE-54F437ED;Sclateria naevia;Sclateria naevia;22701749;https://www.iucnredlist.org/details/22701749/0;LC
Sclerurus caudacutus;Sclerurus caudacutus;AVIBASE-68408033;Sclerurus caudacutus;AVIBASE-68408033;Sclerurus caudacutus;Sclerurus caudacutus;22702972;https://www.iucnredlist.org/details/22702972/0;LC
Sclerurus guatemalensis;Sclerurus guatemalensis;AVIBASE-8A2B456C;Sclerurus guatemalensis;AVIBASE-8A2B456C;Sclerurus guatemalensis;Sclerurus guatemalensis;22702978;https://www.iucnredlist.org/details/22702978/0;LC
Sclerurus mexicanus;Sclerurus mexicanus;AVIBASE-7B06C014;Sclerurus mexicanus;AVIBASE-179D87DA;Sclerurus mexicanus;Sclerurus mexicanus;22702962;https://www.iucnredlist.org/details/22702962/0;LC
Sclerurus rufigularis;Sclerurus rufigularis;AVIBASE-A085AD13;Sclerurus rufigularis;AVIBASE-A085AD13;Sclerurus rufigularis;Sclerurus rufigularis;22702965;https://www.iucnredlist.org/details/22702965/0;LC
Seicercus montis;Phylloscopus montis;AVIBASE-1AFEC004;Phylloscopus montis;AVIBASE-1AFEC004;Seicercus montis;Phylloscopus montis;22715439;https://www.iucnredlist.org/details/22715439/0;LC
Seiurus aurocapillus;Seiurus aurocapilla;AVIBASE-CEA5B6AA;Seiurus aurocapilla;AVIBASE-CEA5B6AA;Seiurus aurocapilla;Seiurus aurocapilla;22721779;https://www.iucnredlist.org/details/22721779/0;LC
Seiurus motacilla;Parkesia motacilla;AVIBASE-7AB0F3A4;Parkesia motacilla;AVIBASE-7AB0F3A4;Seiurus motacilla;Parkesia motacilla;22721803;https://www.iucnredlist.org/details/22721803/0;LC
Seiurus noveboracensis;Parkesia noveboracensis;AVIBASE-709AF716;Parkesia noveboracensis;AVIBASE-709AF716;Seiurus noveboracensis;Parkesia noveboracensis;22721793;https://www.iucnredlist.org/details/22721793/0;LC
Selenidera culik;Selenidera piperivora;AVIBASE-92FB567F;Selenidera piperivora;AVIBASE-92FB567F;Selenidera piperivora;Selenidera piperivora;22682084;https://www.iucnredlist.org/details/22682084/0;LC
Selenidera piperivora;Selenidera piperivora;AVIBASE-92FB567F;Selenidera piperivora;AVIBASE-92FB567F;Selenidera piperivora;Selenidera piperivora;22682084;https://www.iucnredlist.org/details/22682084/0;LC
Selenidera reinwardtii;Selenidera reinwardtii;AVIBASE-CA8C2FBF;Selenidera reinwardtii;AVIBASE-6AAA6132;Selenidera reinwardtii;Selenidera reinwardtii;22727100;https://www.iucnredlist.org/details/22727100/0;LC
Serilophus lunatus;Serilophus lunatus;AVIBASE-9CF3D96B;Serilophus lunatus;AVIBASE-C1413BA8;Serilophus lunatus;Serilophus lunatus;103656929;https://www.iucnredlist.org/details/103656929/0;LC
